,0,1,2,3,4
0,3.325303254696255,3.1529164792118243,3.048950270970514,2.9566316406250004,2.9665943725591264
1,3.453712121997089,3.338311226948627,3.191309892522301,3.0857687109375003,3.1118814896435714
2,3.5988987619915545,3.4676721703182136,3.311438117847163,3.1897162109375,3.2018717512862596
3,3.7604039443314625,3.638879924033443,3.472666675864715,3.3228396484375002,3.3385866098823205
4,3.9411108752897865,3.756386956891663,3.6083520140923184,3.414094453125,3.4293006839299274
5,4.067076234283453,3.8672792649336394,3.7289548914995843,3.5046587500000004,3.5115678686075587
6,4.210791461383789,4.024392557497622,3.8469102951189846,3.6072655078125004,3.6121117483968885
7,4.296148650622268,4.104748877946804,3.907734224655611,3.6588721093750003,3.6622336507404682
8,4.3974821992358555,4.224727149820358,3.9768292963594023,3.7531076562500005,3.754669628273396
9,4.501178985119481,4.317364385410995,4.094123645059435,3.8329065234375,3.833009887032241
10,4.618639302144482,4.454543976548782,4.195097024972615,3.915868203125,3.9192281461891727
11,4.7578384637094935,4.557448958548774,4.306236237083767,3.9977299218750004,4.0023092995418965
12,4.854072820190032,4.6457711846581,4.424666443080325,4.0723303125,4.082125631497013
13,4.863133344469214,4.725077044565492,4.52311925030583,4.137114101562501,4.158618665680846
14,5.096765462279134,4.872129937281647,4.607870739666061,4.2390709375,4.300946404424906
15,5.126468226583686,4.963739689623624,4.692462949595221,4.2772915625,4.426443726974828
16,5.22458449726293,5.08662374015898,4.786463672637494,4.379518203125,4.600413446087458
17,5.3502699266259865,5.135081584492237,4.899158009388383,4.441880156250001,4.813182762340183
18,5.345630063093764,5.209982370303578,4.933160814005792,4.4896358203125,4.946657608561738
